Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
OSGEP	Q9NPF4	1	174.71	83097000	87465000	87942000	103020000	90311000	106730000	96361000	73515000	88442000	15	OSGEP	0		1.0	1.052565074551428	1.0583053539838982	1.2397559478681541	1.0868142050856229	1.2844025656762579	1.159620684260563	0.884688977941442	1.0643224183785216	26.308293057413547	5.800537240920417	10.0	1.1411552343020182	0.9744770801491831	-0.22779489993350305	1.0879157943792737	0.09685130482831035	0.2866647468196114	12.200797935133714	605.8718881358294	0.053047754871632935	0.12993966074060848	1.0916151281958713	0.11467422753761264	0.9043015731679074	0.601132727441508	0.22102962711316929	0.19912077980462978	0.0031544523842813818	
OTUB1	Q96FW1	1	44.659	963994	963994	4800000	963994	963994	963994	963994	7005200	5600800	9	OTUB1	6	DMSO;3nM;30nM;100nM;300nM;1000nM	1.0	1.0	4.9792841034280295	1.0	1.0	1.0	1.0	7.266850208611257	5.809994668016606	19.87866464143439	5.762589232081588	10.0	1.6615571306694459	6.542270020404794	1.977255406047838	3.1742248687872037	1.280221801006837	0.7219822112962262	3.351989184658256	140.29175934884992	0.7012078112535494	1.7175977844968953	3.0707782493379705	2.460385164482305	6.060330201652193	0.03489670573213359	1.4572155687394666	3.3885574677384267	0.9692312035308128	
OXSR1	O95747	1	16.567	963994	963994	1152300	963994	1160700	1063100	1483800	2281700	1751600	5	OXSR1	3	DMSO;3nM;30nM	1.0	1.0	1.1953393900791913	1.0	1.2040531372601904	1.1028076938238205	1.5392211984721897	2.3669234455816115	1.8170237574092785	19.87866464143439	5.986900563995531	4.185067775001669	1.1040588930303288	2.087936736663531	0.9192603614244161	1.4641635695887103	0.15241380936586296	0.8812941807833703	0.12202288132779769	19.321024619474223	0.08654488220903439	0.18770677442804432	1.44044389200635	0.4499211274863414	17.35679721788521	0.003299165744874708	2.481595865637946	3.4967593989937678	0.9936053541587587	
P4HB	P07237	1	323.31	79680000	78038000	123630000	75153000	75669000	107240000	84332000	157980000	145290000	34	P4HB	0		1.0	0.9793925702811245	1.5515813253012047	0.9431852409638555	0.9496611445783133	1.3458835341365463	1.0583835341365462	1.9826807228915662	1.8234186746987953	26.247714311617532	5.761513148067583	10.0	1.1366888873395886	1.9037550647292285	0.7440104333797597	1.37421752647192	0.1976445775600898	0.7308364365215279	3.273975932080391	136.83659835499523	0.10825461767619438	0.2651680265628	1.3579713083101634	0.3865110147740645	6.354714402304919	0.03161648192008241	1.5000864572279229	1.7274069842505229	0.5154200586562164	
PA2G4	Q9UQ80	1	169.65	8471200	7901100	15352000	9045600	8557900	963994	12489000	28563000	24061000	21	PA2G4	1	300nM	1.0	0.932701388233072	1.8122580035886298	1.067806213995656	1.0102346774955142	0.113796628576825	1.4742893568797808	3.3717773160827273	2.8403295873075836	23.014134920395588	5.866451671937344	4.831283100212095	1.0097232021617903	3.101037571449983	1.6187908337002654	1.712181559254888	0.42588055221432447	0.8037208056388785	0.48939999388597105	16.47493913810329	0.23360758997907838	0.5711404553309172	1.6613527281576674	0.9725571151667752	9.483758136225402	0.013293823333096548	1.8763500970355593	4.129556149303169	1.126707724412927	up
PABPC1	P11940;Q9H361;Q4VXU2;Q96DU9	1	206.47	6629300	7027400	7509500	6929500	8345000	9443600	8663800	15578000	7600200	29	PABPC1	0		1.0	1.0600515891572262	1.1327741993875673	1.0452838157874889	1.25880560541837	1.4245244595960358	1.30689514730062	2.3498710271069343	1.146455885236752	22.660425110877025	5.946351806466183	10.0	1.1801699186233217	1.7588778128116775	0.5756606729169401	1.3861136930415	0.308690619161849	0.38007521869492966	84.80899722864596	15803.242514587113	0.16910661434768154	0.4139721538495515	1.3679637831584495	0.39744955617315164	1.4799214602240063	0.369966842657354	0.43183719673357396	0.5984351299849598	0.10719789085540361	
PAFAH1B2	P68402	1	14.613	963994	963994	963994	963994	963994	963994	963994	6993100	8039400	4	PAFAH1B2	7	DMSO;3nM;10nM;30nM;100nM;300nM;1000nM	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.254298263267199	8.33967846272902	19.87866464143439	5.733349452875588	4.920758900168323	0.9693582326001111	7.983781324528762	3.0419689780088954	3.0920468245647204	0.162781320040967	0.9967085445239737	0.04065363265068348	0.8333247189271968	0.08924668469642535	0.21840241999392773	2.95023337202386	2.871216629685603	697.7617140029162	3.156752205333034e-07	6.500759507458477	62.073085665171014	3.836710907369381	up
PAFAH1B3	Q15102	1	17.935	2541700	963994	963994	963994	963994	2759600	963994	5648800	3676000	5	PAFAH1B3	5	3nM;10nM;30nM;100nM;1000nM	1.0	0.37927135381831056	0.37927135381831056	0.37927135381831056	0.37927135381831056	1.0857300232128104	0.37927135381831056	2.2224495416453554	1.4462761144116143	21.277362326632534	5.777540749754932	10.0	0.5308358600444225	1.834714826630375	1.7892181007163819	0.9398177094966751	0.32478780756664294	0.7228204203339097	3.674646864157822	161.76943935405782	0.17789397764533282	0.43574856969093195	0.9118611256548464	0.6199909996093784	5.948867212907181	0.03626206412985969	1.4405474783791292	3.1725516054477	0.9189959752151869	
PAICS	P22234	1	141.03	25020000	26432000	31468000	25889000	26754000	29784000	31164000	45045000	51936000	21	PAICS	0		1.0	1.0564348521183053	1.2577138289368506	1.034732214228617	1.0693045563549162	1.1904076738609113	1.2455635491606714	1.8003597122302157	2.075779376498801	24.576578453715268	5.706296809051417	2.0426705162842937	1.1088298552711255	2.036311773591616	0.8744120942214382	1.383417703638411	0.07724211431219888	0.952970087707339	0.11431259708508937	0.8505819288532925	0.04424571681693128	0.10738303233669967	1.3654199717149356	0.36154311768209874	47.044039592620145	0.0002907470598368755	3.536484668355583	4.816476273201786	1.2556023072912526	up
PAK2	Q13177;O75914;Q13153	1	65.731	8121800	6215900	13466000	8626800	10176000	9648500	8945200	14672000	13622000	11	PAK2	0		1.0	0.7653352705065379	1.6580068457731045	1.06217833485188	1.2529242286192717	1.1879755719175553	1.1013814671624518	1.806496096924327	1.6772144105986357	22.95336807053854	5.7599674314855625	10.0	1.1748211484049236	1.7423874572751918	0.5686243323267692	1.3503536132485934	0.22732051364973405	0.5393921307543642	5.054124089168665	210.96571426543332	0.12450883091202089	0.30498247281063373	1.3383450902319873	0.34015137544702195	2.7879020980927636	0.15001398753450845	0.8238682447720784	0.8646918317695805	0.20601904100860455	
PAK4	O96013;Q9P286	1	323.31	1030600000	1068100000	935930000	1064400000	1005300000	857400000	957290000	292570000	618520000	46	PAK4	0		1.0	1.0363865709295557	0.9081408888026392	1.0327964292645062	0.9754511934795265	0.8319425577333592	0.9288666796041141	0.2838831748496022	0.6001552493692994	29.940837351589842	5.795749250794743	10.0	0.9538053662039302	0.44221677803572074	-1.1089411363779096	0.7910088599946619	0.09622213236452011	0.8329842438447834	3.6469456292668867	176.45260302839804	0.05270314208840743	0.12909553733113702	0.8022552210064339	0.23915223674225194	11.64893290006669	0.008355058960869946	2.0780504809842206	3.46366659365974	0.986204718548188	
PAK6	Q9NQU5	1	9.6529	8199700	7823400	6978900	7521400	6734000	9220500	10194000	963994	6153200	6	PAK6	1	3000nM	1.0	0.9541080771247729	0.8511165042623511	0.9172774613705379	0.8212495579106552	1.1244923594765661	1.2432162152273865	0.11756454504433089	0.750417698208471	22.96713969656347	5.76933664228134	10.0	0.9797500323652338	0.4340060904694831	-1.1746984271276366	0.8096883208361279	0.19432498929470343	0.5820578301134769	4.789718824833932	203.85244218134378	0.10643640070764936	0.260714331545416	0.8213094850562074	0.30365766744617545	3.2440640296906276	0.11591323778925264	0.9358669629102034	1.6192485074046998	0.47947320825053386	
PARK7	Q99497	1	257.86	18775000	24711000	35056000	22664000	28337000	24365000	28018000	61255000	48273000	18	PARK7	0		1.0	1.3161651131824235	1.8671637816245006	1.2071371504660453	1.509294274300932	1.2977363515312916	1.4923035952063914	3.262583222370173	2.5711318242343544	24.162309571951084	5.787499487301636	10.0	1.4244402304874653	2.91674407834168	1.033963719047442	1.8962398303361276	0.2794762551046039	0.8381945983495748	3.183436902459889	147.3699006413846	0.15307576723138142	0.3749567427506946	1.8638697121786336	0.7085565136322336	12.21244356447854	0.007497839378098369	2.1250638674557765	3.3275736874327255	0.9552657202723086	
PARP1	P09874	1	133.2	31989000	14310000	13290000	25040000	21975000	21031000	19843000	34493000	26137000	32	PARP1	0		1.0	0.4473412735627872	0.4154553127637625	0.7827690768701742	0.6869548907436931	0.6574447466316546	0.6203069805245554	1.0782769076870173	0.8170621151020664	24.931072557646978	5.797668427602897	10.0	0.627290094284361	0.9476063740272039	0.5951551220049169	0.7293740664083923	0.17612406442752	0.3056754600150381	11.004941448626793	538.0256989502632	0.09646732380995471	0.23629522827733285	0.7223065861582226	0.2113678132251711	0.990580604965446	0.5576052971795868	0.25367310914796526	0.46913692982126304	0.06356299916264528	
PARP16	Q8N5Y8	1	26.205	13956000	15749000	13443000	17197000	12248000	15956000	15377000	13966000	10704000	9	PARP16	0		1.0	1.1284752077959301	0.9632416165090284	1.2322298652909143	0.877615362568071	1.1433075379764976	1.1018200057323015	1.0007165376898826	0.766981943250215	23.734382166856463	5.140655188221753	1.8621314705002907	1.0676624912920847	0.7543712746371455	-0.4620620100712729	1.0180281100213857	0.10014599921880206	0.45905326645366185	4.665160046250806	18.19997481545757	0.05743445013147744	0.9607224917226371	1.0178128513790594	0.13629462081267146	1.9174724862190984	0.26520006450986267	0.5764263746252057	0.5840163712613656	0.10210350393628835	
PASK	Q96RG2	1	19.571	22754000	19080000	16344000	21024000	14302000	18580000	15032000	11291000	15174000	6	PASK	0		1.0	0.838533884152237	0.7182912894436143	0.9239694119715215	0.6285488265799419	0.8165597257625032	0.6606310978289531	0.4962204447569658	0.6668717588116375	24.439616847892175	7.26992092567594	0.30230293352977444	0.982823874143608	0.524048649724653	-0.5395697483923727	0.7025991200491419	0.09520464492404188	0.5923084607770389	2.8588057652471233	0.487196458638591	0.12743276635928016	0.38733205176692653	0.7176641807695687	0.15256222328828778	3.5277701517102553	0.09988542627166881	1.0004978726499767	0.9343031402167671	0.23239508807662326	
PCBP1	Q15365	1	323.31	45210000	46741000	44975000	44650000	45791000	44107000	38505000	64828000	56487000	11	PCBP1	0		1.0	1.033864189338642	0.9948020349480203	0.9876133598761336	1.0128511391285113	0.9756027427560274	0.851692103516921	1.4339305463393055	1.2494359654943596	25.43013858186843	5.753027593038051	10.0	0.9792062902040846	1.341925594382627	0.4546199500584526	1.0907559737277648	0.06566487969117309	0.8397878024546739	2.2584794139793076	94.74198017943304	0.03596621027103693	0.08809868086093849	1.0831189491773434	0.16567766472226828	12.073334724200482	0.007697660706900324	2.1136412354041147	1.2803167345524455	0.36103833855183415	
PCBP2;PCBP3	Q15366;P57721;P57723	1	32.492	14954000	13004000	14938000	963994	12369000	11973000	19241000	23194000	21261000	8	PCBP2;PCBP3	1	30nM	1.0	0.869600106994784	0.9989300521599572	0.06446395613213855	0.8271365520930855	0.8006553430520262	1.286679149391467	1.551023137622041	1.4217600641968704	23.834028102366723	6.20542706556698	2.4616807290056126	0.7049367286831878	1.4872815453558106	1.077054204724629	1.0340223886238946	0.2657006179826119	0.5825297251196611	0.4439205552496289	4.072004639073147	0.16464517153970928	0.2768983625256267	1.011071084659623	0.41239533705600806	3.1703194315239824	0.12065200779524055	0.918465446509954	1.5122344538124843	0.44301805245337006	
PCMT1	P22061	1	70.121	6785600	6743200	10569000	9064100	7099700	8173000	8201200	13930000	10896000	7	PCMT1	0		1.0	0.9937514737090309	1.5575630747465221	1.3357846026880453	1.0462892006602216	1.2044623909455316	1.2086182504126386	2.0528766800282954	1.6057533600565905	22.69404495737116	5.794131899041393	10.0	1.2182139918353718	1.8292185811067898	0.5864598994037595	1.4123993696038153	0.19928765705727985	0.63645975384064	6.159111604456945	295.40824984770774	0.1091545722503196	0.2673724489421527	1.399006720113181	0.3368762289530146	4.179281615086955	0.0730226177326498	1.1365426024124852	1.1053424428340983	0.29673305511190107	
PCNA	P12004	1	183.52	33505000	33289000	37715000	32151000	34649000	40103000	39334000	52767000	51945000	13	PCNA	0		1.0	0.993553201014774	1.1256528876287122	0.9595881211759439	1.0341441575884196	1.1969258319653784	1.1739740337263096	1.5748992687658558	1.5503656170720788	24.997873071332364	5.889098370166181	2.044797085208506	1.0485775455482258	1.5818246418145812	0.5923719689193476	1.2307560910032334	0.07177372288178097	0.8930237202566808	0.18462454254554028	1.5365349422090506	0.042134939968910226	0.09715532209080646	1.2184851859079584	0.22300447982592078	19.47094650209694	0.0025097042547852664	2.60037745305373	2.1373410606039056	0.6436760942501623	
PDCD10	Q9BUL8	1	19.888	9628800	9244700	11706000	11846000	9846400	963994	9697400	6888200	7052000	8	PDCD10	1	300nM	1.0	0.9601092555666334	1.215727816550349	1.23026753074111	1.0225988700564972	0.10011569458291791	1.007124459953473	0.7153747092057162	0.7323861748089067	23.198924581108063	6.94764870858885	10.0	1.1254813695520716	0.6610677037353231	-0.7676722365173503	0.8439572926964594	0.2368128873627655	0.46836165727547574	66.5635463742867	12712.864904959511	0.15889064458475338	0.18340830069839106	0.8674087193547562	0.32538097879870226	1.9977228684351265	0.25039415124637254	0.6013758196752342	0.8892400212594496	0.21532160450193613	
PDCD5	O14737	1	11.957	963994	963994	963994	2287700	4760300	2778200	963994	2168600	963994	5	PDCD5	5	DMSO;3nM;10nM;1000nM;30000nM	1.0	1.0	1.0	2.3731475507108963	4.93810127448926	2.881968145029948	1.0	2.2495990638945886	1.0	19.87866464143439	7.762242342474336	10.0	0.9980917731810336	2.363268519625923	1.2435391312555608	2.103667736856462	1.086737931791051	0.27085558065801707	9.322952997063105	389.8783778264113	1.030976530476161	0.652044379282908	2.0222325833180252	1.2754550195927943	0.8492967484087255	0.630684763940737	0.20018766055002737	0.5890107932991662	0.1038630072975187	
PDCD6	O75340	1	43.345	18762000	17636000	20716000	21232000	19243000	20667000	20058000	18371000	21245000	8	PDCD6	0		1.0	0.9399850762178872	1.10414667945848	1.1316490779234623	1.0256369257008848	1.1015350175887433	1.0690757914934441	0.9791600042639378	1.13234196780727	24.161310289308283	8.2694722940372	10.0	0.95984538369916	1.073822761754258	0.161382631137777	1.0665984982268273	0.0492109458933719	0.44805709889146783	9.09100525857987	348.0637247608567	0.06602341214967285	0.0269540909500519	1.0586896181315755	0.06642487499952429	1.8494027129279837	0.27868226604791113	0.5548906667462584	0.17157203543753247	0.0011823000338638582	not
PDCD6IP	Q8WUM4	1	50.217	7344100	7466300	11774000	7268700	12806000	11205000	9914800	19042000	14718000	26	PDCD6IP	0		1.0	1.0166392069824757	1.6031916776732342	0.989733255266132	1.7437126400784304	1.5257145191378112	1.350036083386664	2.592829618333084	2.004057678953173	22.80815427248247	5.789497482963238	10.0	1.360507778482241	2.298383625467823	0.7564744147425482	1.6574905588352833	0.29693899610988017	0.6509933619490896	5.551368507069725	259.7243313746558	0.16264052438271617	0.39838546831475674	1.637087803605825	0.512654859998625	4.456535132052812	0.06458312344781522	1.1898809549313087	1.4450939283677515	0.4196971034104582	
PDE7A	Q13946	1	9.0129	6204000	5922700	5476200	5631600	5233000	6112700	963994	963994	4786000	5	PDE7A	2	1000nM;3000nM	1.0	0.9546582849774339	0.882688588007737	0.9077369439071566	0.8434880722114765	0.9852836879432624	0.15538265635074144	0.15538265635074144	0.7714377820760799	22.56476725569818	6.2854852440303315	10.0	0.9170017114401972	0.37097292523756553	-1.3056105280880517	0.6763932396738648	0.17436081392844094	0.7018107596691299	7.888165589611652	326.08684822762416	0.10461716906792352	0.16541587462759225	0.6935364777066906	0.3226030324233073	5.452321342710343	0.043336533139413685	1.3631458345631555	2.4738935272007727	0.7401842209433315	
PDGFRB	P09619	1	86.861	31043000	33363000	27125000	30493000	30031000	18948000	963994	963994	963994	21	PDGFRB	3	1000nM;3000nM;30000nM	1.0	1.0747350449376671	0.8737879715233708	0.9822826402087427	0.9674000579840866	0.6103791514995329	0.031053506426569597	0.031053506426569597	0.031053506426569597	24.88776465073086	6.443297016275288	2.5603744293604604	0.9758686509312922	0.019920221314623034	-5.613536800170189	0.516913144607204	0.05229630510141678	0.9855901116399353	0.06400205457206261	1.0461092647092693	0.033488851199340836	0.05099380137631219	0.5505557266719364	0.4415398602534098	158.14112680246808	1.3791894912231461e-05	4.860376060626951	61.23952626287052	3.8220243568212178	down
PDHA1	P08559;P29803	1	213.21	57605000	51410000	50813000	60581000	51789000	66619000	65760000	48675000	51515000	32	PDHA1	0		1.0	0.892457251974655	0.8820935682666435	1.051662182102248	0.8990365419668431	1.1564794722680323	1.1415675722593526	0.8449787344848537	0.8942800104157625	25.77969070438846	5.683400139099324	10.0	1.0032955513621145	0.869099984240126	-0.20715259418617984	0.9643613447119259	0.09671733006847745	0.2469821677078572	22.458733669702056	1395.8304735790282	0.0529743727225551	0.12975991482205373	0.9666752351892529	0.11167152534731671	0.7495687233011151	0.6877302773406231	0.16258185541294862	0.16484697622582709	0.0008524467565324091	
PDHB	P11177	1	179.61	32405000	28945000	33212000	35610000	32121000	37548000	32130000	29761000	26549000	16	PDHB	0		1.0	0.8932263539577225	1.024903564264774	1.0989044900478322	0.991235920382657	1.1587100756056163	0.991513655300108	0.9184076531399475	0.8192871470452091	24.94971309826793	5.577220188971504	2.087007139346836	1.0322254604417263	0.8350631221910939	-0.3036686476843971	0.9801919089694282	0.0696541642077524	0.4878427023923998	0.45187958139080026	4.858419097181609	0.03959449941141255	0.09804688991593732	0.9834617164967419	0.09745823945220582	2.15479266413698	0.22445698539536393	0.648866874238923	0.403909564971232	0.04398828632692996	not
